operator_type,batch_size,seq_len,hidden_dim1,hidden_dim2,latency_ms,memory_footprint_mb,flops,arithmetic_intensity
gemm,1,8,2048,1024,0.011264000087976456,4.046875,33554432,7.9073359073359075
gemm,1,8,2048,2048,0.01228799968957901,8.0625,67108864,7.937984496124031
gemm,1,16,128,128,0.012083200365304947,0.0390625,524288,12.8
gemm,1,16,128,256,0.011059200018644333,0.07421875,1048576,13.473684210526315
gemm,1,16,128,512,0.012492799758911132,0.14453125,2097152,13.837837837837839
gemm,1,16,128,1024,0.011878400295972823,0.28515625,4194304,14.027397260273972
gemm,1,16,128,2048,0.01085439994931221,0.56640625,8388608,14.124137931034483
gemm,1,16,256,128,0.01085439994931221,0.07421875,1048576,13.473684210526315
gemm,1,16,256,256,0.01228799968957901,0.140625,2097152,14.222222222222221
gemm,1,16,256,512,0.011673600226640702,0.2734375,4194304,14.628571428571428
gemm,1,16,256,1024,0.011878400295972823,0.5390625,8388608,14.840579710144928
gemm,1,16,256,2048,0.011059200018644333,1.0703125,16777216,14.94890510948905
gemm,1,16,512,128,0.011673600226640702,0.14453125,2097152,13.837837837837839
gemm,1,16,512,256,0.011059200018644333,0.2734375,4194304,14.628571428571428
gemm,1,16,512,512,0.012083200365304947,0.53125,8388608,15.058823529411764
gemm,1,16,512,1024,0.010649599879980088,1.046875,16777216,15.283582089552239
gemm,1,16,512,2048,0.012083200365304947,2.078125,33554432,15.398496240601503
gemm,1,16,1024,128,0.012902399897575379,0.28515625,4194304,14.027397260273972
gemm,1,16,1024,256,0.016383999586105348,0.5390625,8388608,14.840579710144928
gemm,1,16,1024,512,0.011878400295972823,1.046875,16777216,15.283582089552239
gemm,1,16,1024,1024,0.010444799810647965,2.0625,33554432,15.515151515151516
gemm,1,16,1024,2048,0.011264000087976456,4.09375,67108864,15.633587786259541
gemm,1,16,2048,128,0.013516800105571746,0.56640625,8388608,14.124137931034483
gemm,1,16,2048,256,0.013312000036239623,1.0703125,16777216,14.94890510948905
gemm,1,16,2048,512,0.01372160017490387,2.078125,33554432,15.398496240601503
gemm,1,16,2048,1024,0.012083200365304947,4.09375,67108864,15.633587786259541
gemm,1,16,2048,2048,0.012083200365304947,8.125,134217728,15.753846153846155
gemm,1,32,128,128,0.010444799810647965,0.046875,1048576,21.333333333333332
gemm,1,32,128,256,0.012492799758911132,0.0859375,2097152,23.272727272727273
gemm,1,32,128,512,0.013312000036239623,0.1640625,4194304,24.38095238095238
gemm,1,32,128,1024,0.011468800157308579,0.3203125,8388608,24.975609756097562
gemm,1,32,128,2048,0.01228799968957901,0.6328125,16777216,25.28395061728395
gemm,1,32,256,128,0.011673600226640702,0.0859375,2097152,23.272727272727273
gemm,1,32,256,256,0.01085439994931221,0.15625,4194304,25.6
gemm,1,32,256,512,0.011878400295972823,0.296875,8388608,26.94736842105263
gemm,1,32,256,1024,0.012492799758911132,0.578125,16777216,27.675675675675677
gemm,1,32,256,2048,0.01228799968957901,1.140625,33554432,28.054794520547944
gemm,1,32,512,128,0.012083200365304947,0.1640625,4194304,24.38095238095238
gemm,1,32,512,256,0.011673600226640702,0.296875,8388608,26.94736842105263
gemm,1,32,512,512,0.011270400136709213,0.5625,16777216,28.444444444444443
gemm,1,32,512,1024,0.011468800157308579,1.09375,33554432,29.257142857142856
gemm,1,32,512,2048,0.011264000087976456,2.15625,67108864,29.681159420289855
gemm,1,32,1024,128,0.014131200313568116,0.3203125,8388608,24.975609756097562
gemm,1,32,1024,256,0.013516800105571746,0.578125,16777216,27.675675675675677
gemm,1,32,1024,512,0.011264000087976456,1.09375,33554432,29.257142857142856
gemm,1,32,1024,1024,0.011468800157308579,2.125,67108864,30.11764705882353
gemm,1,32,1024,2048,0.011673600226640702,4.1875,134217728,30.567164179104477
gemm,1,32,2048,128,0.014131200313568116,0.6328125,16777216,25.28395061728395
gemm,1,32,2048,256,0.014131200313568116,1.140625,33554432,28.054794520547944
gemm,1,32,2048,512,0.01372160017490387,2.15625,67108864,29.681159420289855
gemm,1,32,2048,1024,0.013926400244235993,4.1875,134217728,30.567164179104477
gemm,1,32,2048,2048,0.013107199966907502,8.25,268435456,31.03030303030303
gemm,1,64,128,128,0.011264000087976456,0.0625,2097152,32.0
gemm,1,64,128,256,0.011264000087976456,0.109375,4194304,36.57142857142857
gemm,1,64,128,512,0.011264000087976456,0.203125,8388608,39.38461538461539
gemm,1,64,128,1024,0.012902399897575379,0.390625,16777216,40.96
gemm,1,64,128,2048,0.011673600226640702,0.765625,33554432,41.795918367346935
gemm,1,64,256,128,0.011673600226640702,0.109375,4194304,36.57142857142857
gemm,1,64,256,256,0.01228799968957901,0.1875,8388608,42.666666666666664
gemm,1,64,256,512,0.01228799968957901,0.34375,16777216,46.54545454545455
gemm,1,64,256,1024,0.014131200313568116,0.65625,33554432,48.76190476190476
gemm,1,64,256,2048,0.01085439994931221,1.28125,67108864,49.951219512195124
gemm,1,64,512,128,0.01228799968957901,0.203125,8388608,39.38461538461539
gemm,1,64,512,256,0.011673600226640702,0.34375,16777216,46.54545454545455
gemm,1,64,512,512,0.011878400295972823,0.625,33554432,51.2
gemm,1,64,512,1024,0.011878400295972823,1.1875,67108864,53.89473684210526
gemm,1,64,512,2048,0.016998399794101716,2.3125,134217728,55.351351351351354
gemm,1,64,1024,128,0.014745600521564484,0.390625,16777216,40.96
gemm,1,64,1024,256,0.01454080045223236,0.65625,33554432,48.76190476190476
gemm,1,64,1024,512,0.011673600226640702,1.1875,67108864,53.89473684210526
gemm,1,64,1024,1024,0.01228799968957901,2.25,134217728,56.888888888888886
gemm,1,64,1024,2048,0.012902399897575379,4.375,268435456,58.51428571428571
gemm,1,64,2048,128,0.014131200313568116,0.765625,33554432,41.795918367346935
gemm,1,64,2048,256,0.01454080045223236,1.28125,67108864,49.951219512195124
gemm,1,64,2048,512,0.01372160017490387,2.3125,134217728,55.351351351351354
gemm,1,64,2048,1024,0.015769599378108977,4.375,268435456,58.51428571428571
gemm,1,64,2048,2048,0.015974399447441102,8.5,536870912,60.23529411764706
gemm,1,128,128,128,0.012083200365304947,0.09375,4194304,42.666666666666664
gemm,1,128,128,256,0.011878400295972823,0.15625,8388608,51.2
gemm,1,128,128,512,0.01228799968957901,0.28125,16777216,56.888888888888886
gemm,1,128,128,1024,0.01228799968957901,0.53125,33554432,60.23529411764706
gemm,1,128,128,2048,0.013926400244235993,1.03125,67108864,62.06060606060606
gemm,1,128,256,128,0.012492799758911132,0.15625,8388608,51.2
gemm,1,128,256,256,0.012083200365304947,0.25,16777216,64.0
gemm,1,128,256,512,0.012083200365304947,0.4375,33554432,73.14285714285714
gemm,1,128,256,1024,0.01085439994931221,0.8125,67108864,78.76923076923077
gemm,1,128,256,2048,0.031744000315666196,1.5625,134217728,81.92
gemm,1,128,512,128,0.011468800157308579,0.28125,16777216,56.888888888888886
gemm,1,128,512,256,0.011468800157308579,0.4375,33554432,73.14285714285714
gemm,1,128,512,512,0.010444799810647965,0.75,67108864,85.33333333333333
gemm,1,128,512,1024,0.011673600226640702,1.375,134217728,93.0909090909091
gemm,1,128,512,2048,0.010655999928712846,2.625,268435456,97.52380952380952
gemm,1,128,1024,128,0.01228799968957901,0.53125,33554432,60.23529411764706
gemm,1,128,1024,256,0.011878400295972823,0.8125,67108864,78.76923076923077
gemm,1,128,1024,512,0.012492799758911132,1.375,134217728,93.0909090909091
gemm,1,128,1024,1024,0.011878400295972823,2.5,268435456,102.4
gemm,1,128,1024,2048,0.01228799968957901,4.75,536870912,107.78947368421052
gemm,1,128,2048,128,0.01372160017490387,1.03125,67108864,62.06060606060606
gemm,1,128,2048,256,0.012902399897575379,1.5625,134217728,81.92
gemm,1,128,2048,512,0.013516800105571746,2.625,268435456,97.52380952380952
gemm,1,128,2048,1024,0.018636800348758698,4.75,536870912,107.78947368421052
gemm,1,128,2048,2048,0.019251200556755065,9.0,1073741824,113.77777777777777
gemm,1,256,128,128,0.011673600226640702,0.15625,8388608,51.2
gemm,1,256,128,256,0.011059200018644333,0.25,16777216,64.0
gemm,1,256,128,512,0.01085439994931221,0.4375,33554432,73.14285714285714
gemm,1,256,128,1024,0.011878400295972823,0.8125,67108864,78.76923076923077
gemm,1,256,128,2048,0.032153600454330446,1.5625,134217728,81.92
gemm,1,256,256,128,0.01228799968957901,0.25,16777216,64.0
gemm,1,256,256,256,0.010649599879980088,0.375,33554432,85.33333333333333
gemm,1,256,256,512,0.010649599879980088,0.625,67108864,102.4
gemm,1,256,256,1024,0.011468800157308579,1.125,134217728,113.77777777777777
gemm,1,256,256,2048,0.011673600226640702,2.125,268435456,120.47058823529412
gemm,1,256,512,128,0.014131200313568116,0.4375,33554432,73.14285714285714
gemm,1,256,512,256,0.010444799810647965,0.625,67108864,102.4
gemm,1,256,512,512,0.010444799810647965,1.0,134217728,128.0
gemm,1,256,512,1024,0.03051519989967346,1.75,268435456,146.28571428571428
gemm,1,256,512,2048,0.030720001459121703,3.25,536870912,157.53846153846155
gemm,1,256,1024,128,0.013516800105571746,0.8125,67108864,78.76923076923077
gemm,1,256,1024,256,0.012083200365304947,1.125,134217728,113.77777777777777
gemm,1,256,1024,512,0.011878400295972823,1.75,268435456,146.28571428571428
gemm,1,256,1024,1024,0.01228799968957901,3.0,536870912,170.66666666666666
gemm,1,256,1024,2048,0.034815999865531924,5.5,1073741824,186.1818181818182
gemm,1,256,2048,128,0.013107199966907502,1.5625,134217728,81.92
gemm,1,256,2048,256,0.013926400244235993,2.125,268435456,120.47058823529412
gemm,1,256,2048,512,0.015360000729560851,3.25,536870912,157.53846153846155
gemm,1,256,2048,1024,0.022732800245285033,5.5,1073741824,186.1818181818182
gemm,1,256,2048,2048,0.048127999901771544,10.0,2147483648,204.8
gemm,1,512,128,128,0.01228799968957901,0.28125,16777216,56.888888888888886
gemm,1,512,128,256,0.012083200365304947,0.4375,33554432,73.14285714285714
gemm,1,512,128,512,0.011673600226640702,0.75,67108864,85.33333333333333
gemm,1,512,128,1024,31.14332275390625,1.375,134217728,93.0909090909091
gemm,1,512,128,2048,0.0102463997900486,2.625,268435456,97.52380952380952
gemm,1,512,256,128,0.011264000087976456,0.4375,33554432,73.14285714285714
gemm,1,512,256,256,0.011468800157308579,0.625,67108864,102.4
gemm,1,512,256,512,0.024780799448490144,1.0,134217728,128.0
gemm,1,512,256,1024,0.03133440017700195,1.75,268435456,146.28571428571428
gemm,1,512,256,2048,0.012697599828243256,3.25,536870912,157.53846153846155
gemm,1,512,512,128,0.011878400295972823,0.75,67108864,85.33333333333333
gemm,1,512,512,256,0.010444799810647965,1.0,134217728,128.0
gemm,1,512,512,512,0.011878400295972823,1.5,268435456,170.66666666666666
gemm,1,512,512,1024,0.012492799758911132,2.5,536870912,204.8
gemm,1,512,512,2048,0.01945600062608719,4.5,1073741824,227.55555555555554
gemm,1,512,1024,128,0.011878400295972823,1.375,134217728,93.0909090909091
gemm,1,512,1024,256,0.012083200365304947,1.75,268435456,146.28571428571428
gemm,1,512,1024,512,0.01228799968957901,2.5,536870912,204.8
gemm,1,512,1024,1024,0.03522560000419617,4.0,1073741824,256.0
gemm,1,512,1024,2048,0.032358399033546446,7.0,2147483648,292.57142857142856
gemm,1,512,2048,128,0.01372160017490387,2.625,268435456,97.52380952380952
gemm,1,512,2048,256,0.016383999586105348,3.25,536870912,157.53846153846155
gemm,1,512,2048,512,0.02232320010662079,4.5,1073741824,227.55555555555554
gemm,1,512,2048,1024,0.032153600454330446,7.0,2147483648,292.57142857142856
gemm,1,512,2048,2048,0.058982402086257935,12.0,4294967296,341.3333333333333
gemm,1,1024,128,128,0.012083200365304947,0.53125,33554432,60.23529411764706
gemm,1,1024,128,256,0.01085439994931221,0.8125,67108864,78.76923076923077
gemm,1,1024,128,512,0.031948798894882204,1.375,134217728,93.0909090909091
gemm,1,1024,128,1024,0.012083200365304947,2.5,268435456,102.4
gemm,1,1024,128,2048,0.01372160017490387,4.75,536870912,107.78947368421052
gemm,1,1024,256,128,0.011673600226640702,0.8125,67108864,78.76923076923077
gemm,1,1024,256,256,0.010444799810647965,1.125,134217728,113.77777777777777
gemm,1,1024,256,512,0.030924800038337707,1.75,268435456,146.28571428571428
gemm,1,1024,256,1024,0.013107199966907502,3.0,536870912,170.66666666666666
gemm,1,1024,256,2048,0.020479999482631683,5.5,1073741824,186.1818181818182
gemm,1,1024,512,128,0.010649599879980088,1.375,134217728,93.0909090909091
gemm,1,1024,512,256,0.03317759931087494,1.75,268435456,146.28571428571428
gemm,1,1024,512,512,0.012492799758911132,2.5,536870912,204.8
gemm,1,1024,512,1024,0.019251200556755065,4.0,1073741824,256.0
gemm,1,1024,512,2048,0.033792001008987424,7.0,2147483648,292.57142857142856
gemm,1,1024,1024,128,0.011878400295972823,2.5,268435456,102.4
gemm,1,1024,1024,256,0.01228799968957901,3.0,536870912,170.66666666666666
gemm,1,1024,1024,512,0.034201601147651674,4.0,1073741824,256.0
gemm,1,1024,1024,1024,0.032358399033546446,6.0,2147483648,341.3333333333333
gemm,1,1024,1024,2048,0.1026047945022583,10.0,4294967296,409.6
gemm,1,1024,2048,128,0.01884160041809082,4.75,536870912,107.78947368421052
gemm,1,1024,2048,256,0.02252800017595291,5.5,1073741824,186.1818181818182
gemm,1,1024,2048,512,0.03195520043373108,7.0,2147483648,292.57142857142856
gemm,1,1024,2048,1024,0.08294399976730346,10.0,4294967296,409.6
gemm,1,1024,2048,2048,0.08908799886703492,16.0,8589934592,512.0
gemm,2,1,128,128,0.01085439994931221,0.0322265625,65536,1.9393939393939394
gemm,2,1,128,256,0.011878400295972823,0.06396484375,131072,1.9541984732824427
gemm,2,1,128,512,0.012083200365304947,0.12744140625,262144,1.9616858237547892
gemm,2,1,128,1024,0.011059200018644333,0.25439453125,524288,1.965451055662188
gemm,2,1,128,2048,0.01228799968957901,0.50830078125,1048576,1.967339097022094
gemm,2,1,256,128,0.010444799810647965,0.06396484375,131072,1.9541984732824427
gemm,2,1,256,256,0.011878400295972823,0.126953125,262144,1.9692307692307693
gemm,2,1,256,512,0.01228799968957901,0.2529296875,524288,1.9768339768339769
gemm,2,1,256,1024,0.010444799810647965,0.5048828125,1048576,1.9806576402321083
gemm,2,1,256,2048,0.012281599640846252,1.0087890625,2097152,1.9825750242013553
gemm,2,1,512,128,0.012492799758911132,0.12744140625,262144,1.9616858237547892
gemm,2,1,512,256,0.012083200365304947,0.2529296875,524288,1.9768339768339769
gemm,2,1,512,512,0.011878400295972823,0.50390625,1048576,1.9844961240310077
gemm,2,1,512,1024,0.01228799968957901,1.005859375,2097152,1.9883495145631067
gemm,2,1,512,2048,0.012083200365304947,2.009765625,4194304,1.9902818270165208
gemm,2,1,1024,128,0.018432000279426576,0.25439453125,524288,1.965451055662188
gemm,2,1,1024,256,0.018636800348758698,0.5048828125,1048576,1.9806576402321083
gemm,2,1,1024,512,0.018432000279426576,1.005859375,2097152,1.9883495145631067
gemm,2,1,1024,1024,0.011059200018644333,2.0078125,4194304,1.9922178988326849
gemm,2,1,1024,2048,0.011878400295972823,4.01171875,8388608,1.994157740993184
gemm,2,1,2048,128,0.03133440017700195,0.50830078125,1048576,1.967339097022094
gemm,2,1,2048,256,0.03133440017700195,1.0087890625,2097152,1.9825750242013553
gemm,2,1,2048,512,0.013926400244235993,2.009765625,4194304,1.9902818270165208
gemm,2,1,2048,1024,0.012697599828243256,4.01171875,8388608,1.994157740993184
gemm,2,1,2048,2048,0.011884800344705581,8.015625,16777216,1.996101364522417
gemm,2,2,128,128,0.011878400295972823,0.033203125,131072,3.764705882352941
gemm,2,2,128,256,0.012083200365304947,0.0654296875,262144,3.8208955223880596
gemm,2,2,128,512,0.012083200365304947,0.1298828125,524288,3.8496240601503757
gemm,2,2,128,1024,0.011878400295972823,0.2587890625,1048576,3.8641509433962264
gemm,2,2,128,2048,0.01085439994931221,0.5166015625,2097152,3.8714555765595464
gemm,2,2,256,128,0.011872000247240066,0.0654296875,262144,3.8208955223880596
gemm,2,2,256,256,0.011059200018644333,0.12890625,524288,3.878787878787879
gemm,2,2,256,512,0.010847999900579452,0.255859375,1048576,3.9083969465648853
gemm,2,2,256,1024,0.012083200365304947,0.509765625,2097152,3.9233716475095783
gemm,2,2,256,2048,0.011059200018644333,1.017578125,4194304,3.930902111324376
gemm,2,2,512,128,0.01228799968957901,0.1298828125,524288,3.8496240601503757
gemm,2,2,512,256,0.01228799968957901,0.255859375,1048576,3.9083969465648853
gemm,2,2,512,512,0.01228799968957901,0.5078125,2097152,3.9384615384615387
gemm,2,2,512,1024,0.011878400295972823,1.01171875,4194304,3.9536679536679538
gemm,2,2,512,2048,0.011059200018644333,2.01953125,8388608,3.9613152804642167
gemm,2,2,1024,128,0.018432000279426576,0.2587890625,1048576,3.8641509433962264
gemm,2,2,1024,256,0.018636800348758698,0.509765625,2097152,3.9233716475095783
gemm,2,2,1024,512,0.01228799968957901,1.01171875,4194304,3.9536679536679538
gemm,2,2,1024,1024,0.011264000087976456,2.015625,8388608,3.9689922480620154
gemm,2,2,1024,2048,0.011264000087976456,4.0234375,16777216,3.9766990291262134
gemm,2,2,2048,128,0.03153280019760132,0.5166015625,2097152,3.8714555765595464
gemm,2,2,2048,256,0.013312000036239623,1.017578125,4194304,3.930902111324376
gemm,2,2,2048,512,0.012902399897575379,2.01953125,8388608,3.9613152804642167
gemm,2,2,2048,1024,0.011059200018644333,4.0234375,16777216,3.9766990291262134
gemm,2,2,2048,2048,0.012492799758911132,8.03125,33554432,3.9844357976653697
gemm,2,4,128,128,0.013312000036239623,0.03515625,262144,7.111111111111111
gemm,2,4,128,256,0.012492799758911132,0.068359375,524288,7.314285714285714
gemm,2,4,128,512,0.01085439994931221,0.134765625,1048576,7.420289855072464
gemm,2,4,128,1024,0.01085439994931221,0.267578125,2097152,7.474452554744525
gemm,2,4,128,2048,0.011468800157308579,0.533203125,4194304,7.501831501831502
gemm,2,4,256,128,0.011468800157308579,0.068359375,524288,7.314285714285714
gemm,2,4,256,256,0.01228799968957901,0.1328125,1048576,7.529411764705882
gemm,2,4,256,512,0.012083200365304947,0.26171875,2097152,7.641791044776119
gemm,2,4,256,1024,0.01085439994931221,0.51953125,4194304,7.6992481203007515
gemm,2,4,256,2048,0.01228799968957901,1.03515625,8388608,7.728301886792453
gemm,2,4,512,128,0.011673600226640702,0.134765625,1048576,7.420289855072464
gemm,2,4,512,256,0.013312000036239623,0.26171875,2097152,7.641791044776119
gemm,2,4,512,512,0.011878400295972823,0.515625,4194304,7.757575757575758
gemm,2,4,512,1024,0.013312000036239623,1.0234375,8388608,7.816793893129771
gemm,2,4,512,2048,0.01228799968957901,2.0390625,16777216,7.846743295019157
gemm,2,4,1024,128,0.018432000279426576,0.267578125,2097152,7.474452554744525
gemm,2,4,1024,256,0.013926400244235993,0.51953125,4194304,7.6992481203007515
gemm,2,4,1024,512,0.011059200018644333,1.0234375,8388608,7.816793893129771
gemm,2,4,1024,1024,0.011468800157308579,2.03125,16777216,7.876923076923077
gemm,2,4,1024,2048,0.011673600226640702,4.046875,33554432,7.9073359073359075
gemm,2,4,2048,128,0.012902399897575379,0.533203125,4194304,7.501831501831502
gemm,2,4,2048,256,0.013516800105571746,1.03515625,8388608,7.728301886792453
gemm,2,4,2048,512,0.013305599987506866,2.0390625,16777216,7.846743295019157
gemm,2,4,2048,1024,0.011468800157308579,4.046875,33554432,7.9073359073359075
gemm,2,4,2048,2048,0.012083200365304947,8.0625,67108864,7.937984496124031
gemm,2,8,128,128,0.01085439994931221,0.0390625,524288,12.8
gemm,2,8,128,256,0.01228799968957901,0.07421875,1048576,13.473684210526315
gemm,2,8,128,512,0.01085439994931221,0.14453125,2097152,13.837837837837839
gemm,2,8,128,1024,0.010649599879980088,0.28515625,4194304,14.027397260273972
gemm,2,8,128,2048,0.01085439994931221,0.56640625,8388608,14.124137931034483
gemm,2,8,256,128,0.01085439994931221,0.07421875,1048576,13.473684210526315
gemm,2,8,256,256,0.012697599828243256,0.140625,2097152,14.222222222222221
gemm,2,8,256,512,0.012083200365304947,0.2734375,4194304,14.628571428571428
gemm,2,8,256,1024,0.012083200365304947,0.5390625,8388608,14.840579710144928
gemm,2,8,256,2048,0.01085439994931221,1.0703125,16777216,14.94890510948905
gemm,2,8,512,128,0.011673600226640702,0.14453125,2097152,13.837837837837839
gemm,2,8,512,256,0.012492799758911132,0.2734375,4194304,14.628571428571428
gemm,2,8,512,512,0.010649599879980088,0.53125,8388608,15.058823529411764
gemm,2,8,512,1024,0.011878400295972823,1.046875,16777216,15.283582089552239
gemm,2,8,512,2048,0.011673600226640702,2.078125,33554432,15.398496240601503
gemm,2,8,1024,128,0.012902399897575379,0.28515625,4194304,14.027397260273972
gemm,2,8,1024,256,0.012083200365304947,0.5390625,8388608,14.840579710144928
gemm,2,8,1024,512,0.011059200018644333,1.046875,16777216,15.283582089552239
gemm,2,8,1024,1024,0.011878400295972823,2.0625,33554432,15.515151515151516
gemm,2,8,1024,2048,0.01085439994931221,4.09375,67108864,15.633587786259541
gemm,2,8,2048,128,0.013107199966907502,0.56640625,8388608,14.124137931034483
gemm,2,8,2048,256,0.013516800105571746,1.0703125,16777216,14.94890510948905
gemm,2,8,2048,512,0.013926400244235993,2.078125,33554432,15.398496240601503
gemm,2,8,2048,1024,0.01085439994931221,4.09375,67108864,15.633587786259541
gemm,2,8,2048,2048,0.012083200365304947,8.125,134217728,15.753846153846155
gemm,2,16,128,128,0.010444799810647965,0.046875,1048576,21.333333333333332
gemm,2,16,128,256,0.013107199966907502,0.0859375,2097152,23.272727272727273
gemm,2,16,128,512,0.012089599668979645,0.1640625,4194304,24.38095238095238
gemm,2,16,128,1024,0.01228799968957901,0.3203125,8388608,24.975609756097562
gemm,2,16,128,2048,0.011264000087976456,0.6328125,16777216,25.28395061728395
gemm,2,16,256,128,0.01228799968957901,0.0859375,2097152,23.272727272727273
gemm,2,16,256,256,0.011059200018644333,0.15625,4194304,25.6
gemm,2,16,256,512,0.01085439994931221,0.296875,8388608,26.94736842105263
gemm,2,16,256,1024,0.011878400295972823,0.578125,16777216,27.675675675675677
gemm,2,16,256,2048,0.012083200365304947,1.140625,33554432,28.054794520547944
gemm,2,16,512,128,0.011878400295972823,0.1640625,4194304,24.38095238095238
gemm,2,16,512,256,0.011878400295972823,0.296875,8388608,26.94736842105263
gemm,2,16,512,512,0.013107199966907502,0.5625,16777216,28.444444444444443
gemm,2,16,512,1024,0.011673600226640702,1.09375,33554432,29.257142857142856
gemm,2,16,512,2048,0.012083200365304947,2.15625,67108864,29.681159420289855
gemm,2,16,1024,128,0.013516800105571746,0.3203125,8388608,24.975609756097562
gemm,2,16,1024,256,0.01372160017490387,0.578125,16777216,27.675675675675677
gemm,2,16,1024,512,0.011878400295972823,1.09375,33554432,29.257142857142856
gemm,2,16,1024,1024,0.01085439994931221,2.125,67108864,30.11764705882353
gemm,2,16,1024,2048,0.012083200365304947,4.1875,134217728,30.567164179104477
gemm,2,16,2048,128,0.01372160017490387,0.6328125,16777216,25.28395061728395
gemm,2,16,2048,256,0.012902399897575379,1.140625,33554432,28.054794520547944
gemm,2,16,2048,512,0.012083200365304947,2.15625,67108864,29.681159420289855
gemm,2,16,2048,1024,0.01372160017490387,4.1875,134217728,30.567164179104477
gemm,2,16,2048,2048,0.012083200365304947,8.25,268435456,31.03030303030303
gemm,2,32,128,128,0.01085439994931221,0.0625,2097152,32.0
gemm,2,32,128,256,0.01085439994931221,0.109375,4194304,36.57142857142857
gemm,2,32,128,512,0.011673600226640702,0.203125,8388608,39.38461538461539
gemm,2,32,128,1024,0.011878400295972823,0.390625,16777216,40.96
gemm,2,32,128,2048,0.012902399897575379,0.765625,33554432,41.795918367346935
gemm,2,32,256,128,0.010649599879980088,0.109375,4194304,36.57142857142857
gemm,2,32,256,256,0.01085439994931221,0.1875,8388608,42.666666666666664
gemm,2,32,256,512,0.011059200018644333,0.34375,16777216,46.54545454545455
gemm,2,32,256,1024,0.011468800157308579,0.65625,33554432,48.76190476190476
gemm,2,32,256,2048,0.011264000087976456,1.28125,67108864,49.951219512195124
gemm,2,32,512,128,0.010649599879980088,0.203125,8388608,39.38461538461539
gemm,2,32,512,256,0.010649599879980088,0.34375,16777216,46.54545454545455
gemm,2,32,512,512,0.010649599879980088,0.625,33554432,51.2
gemm,2,32,512,1024,0.012083200365304947,1.1875,67108864,53.89473684210526
gemm,2,32,512,2048,0.011673600226640702,2.3125,134217728,55.351351351351354
gemm,2,32,1024,128,0.013516800105571746,0.390625,16777216,40.96
gemm,2,32,1024,256,0.013107199966907502,0.65625,33554432,48.76190476190476
gemm,2,32,1024,512,0.012697599828243256,1.1875,67108864,53.89473684210526
gemm,2,32,1024,1024,0.01085439994931221,2.25,134217728,56.888888888888886
gemm,2,32,1024,2048,0.011878400295972823,4.375,268435456,58.51428571428571
gemm,2,32,2048,128,0.013516800105571746,0.765625,33554432,41.795918367346935
gemm,2,32,2048,256,0.012902399897575379,1.28125,67108864,49.951219512195124
gemm,2,32,2048,512,0.014950400590896607,2.3125,134217728,55.351351351351354
gemm,2,32,2048,1024,0.014745600521564484,4.375,268435456,58.51428571428571
gemm,2,32,2048,2048,0.015769599378108977,8.5,536870912,60.23529411764706
gemm,2,64,128,128,0.01085439994931221,0.09375,4194304,42.666666666666664
gemm,2,64,128,256,0.010649599879980088,0.15625,8388608,51.2
gemm,2,64,128,512,0.012083200365304947,0.28125,16777216,56.888888888888886
gemm,2,64,128,1024,0.012492799758911132,0.53125,33554432,60.23529411764706
gemm,2,64,128,2048,0.011878400295972823,1.03125,67108864,62.06060606060606
gemm,2,64,256,128,0.010649599879980088,0.15625,8388608,51.2
gemm,2,64,256,256,0.01085439994931221,0.25,16777216,64.0
gemm,2,64,256,512,0.010649599879980088,0.4375,33554432,73.14285714285714
gemm,2,64,256,1024,0.011059200018644333,0.8125,67108864,78.76923076923077
gemm,2,64,256,2048,0.03133440017700195,1.5625,134217728,81.92
gemm,2,64,512,128,0.011878400295972823,0.28125,16777216,56.888888888888886
gemm,2,64,512,256,0.011878400295972823,0.4375,33554432,73.14285714285714
gemm,2,64,512,512,0.011878400295972823,0.75,67108864,85.33333333333333
gemm,2,64,512,1024,0.010239999741315842,1.375,134217728,93.0909090909091
gemm,2,64,512,2048,0.010239999741315842,2.625,268435456,97.52380952380952
gemm,2,64,1024,128,0.013107199966907502,0.53125,33554432,60.23529411764706
gemm,2,64,1024,256,0.013312000036239623,0.8125,67108864,78.76923076923077
gemm,2,64,1024,512,0.012697599828243256,1.375,134217728,93.0909090909091
gemm,2,64,1024,1024,0.012076800316572189,2.5,268435456,102.4
gemm,2,64,1024,2048,0.012083200365304947,4.75,536870912,107.78947368421052
gemm,2,64,2048,128,0.013926400244235993,1.03125,67108864,62.06060606060606
gemm,2,64,2048,256,0.012697599828243256,1.5625,134217728,81.92
gemm,2,64,2048,512,0.013107199966907502,2.625,268435456,97.52380952380952
gemm,2,64,2048,1024,0.018636800348758698,4.75,536870912,107.78947368421052
gemm,2,64,2048,2048,0.019046400487422944,9.0,1073741824,113.77777777777777
gemm,2,128,128,128,0.011673600226640702,0.15625,8388608,51.2
gemm,2,128,128,256,0.011878400295972823,0.25,16777216,64.0
gemm,2,128,128,512,0.012083200365304947,0.4375,33554432,73.14285714285714
gemm,2,128,128,1024,0.013516800105571746,0.8125,67108864,78.76923076923077
gemm,2,128,128,2048,0.03112959861755371,1.5625,134217728,81.92
gemm,2,128,256,128,0.01085439994931221,0.25,16777216,64.0
gemm,2,128,256,256,0.010649599879980088,0.375,33554432,85.33333333333333
gemm,2,128,256,512,0.011468800157308579,0.625,67108864,102.4
gemm,2,128,256,1024,0.009625600278377533,1.125,134217728,113.77777777777777
gemm,2,128,256,2048,0.011468800157308579,2.125,268435456,120.47058823529412
