operator_type,batch_size,seq_len,hidden_dim1,hidden_dim2,latency_ms,memory_footprint_mb,flops,arithmetic_intensity
gemm,1,4,128,256,0.01085439994931221,0.0654296875,262144,3.8208955223880596
gemm,1,4,128,512,0.012083200365304947,0.1298828125,524288,3.8496240601503757
gemm,1,4,128,1024,0.012083200365304947,0.2587890625,1048576,3.8641509433962264
gemm,1,4,128,2048,0.011059200018644333,0.5166015625,2097152,3.8714555765595464
gemm,1,4,256,128,0.012697599828243256,0.0654296875,262144,3.8208955223880596
gemm,1,4,256,256,0.01085439994931221,0.12890625,524288,3.878787878787879
gemm,1,4,256,512,0.01085439994931221,0.255859375,1048576,3.9083969465648853
gemm,1,4,256,1024,0.011878400295972823,0.509765625,2097152,3.9233716475095783
gemm,1,4,256,2048,0.01085439994931221,1.017578125,4194304,3.930902111324376
gemm,1,4,512,128,0.013107199966907502,0.1298828125,524288,3.8496240601503757
gemm,1,4,512,256,0.011878400295972823,0.255859375,1048576,3.9083969465648853
gemm,1,4,512,512,0.012076800316572189,0.5078125,2097152,3.9384615384615387
gemm,1,4,512,1024,0.011878400295972823,1.01171875,4194304,3.9536679536679538
gemm,1,4,512,2048,0.012083200365304947,2.01953125,8388608,3.9613152804642167
gemm,1,4,1024,128,0.01966080069541931,0.2587890625,1048576,3.8641509433962264
gemm,1,4,1024,256,0.018636800348758698,0.509765625,2097152,3.9233716475095783
gemm,1,4,1024,512,0.01085439994931221,1.01171875,4194304,3.9536679536679538
gemm,1,4,1024,1024,0.012076800316572189,2.015625,8388608,3.9689922480620154
gemm,1,4,1024,2048,0.011059200018644333,4.0234375,16777216,3.9766990291262134
gemm,1,4,2048,128,0.031539198756217954,0.5166015625,2097152,3.8714555765595464
gemm,1,4,2048,256,0.013516800105571746,1.017578125,4194304,3.930902111324376
gemm,1,4,2048,512,0.013926400244235993,2.01953125,8388608,3.9613152804642167
gemm,1,4,2048,1024,0.011673600226640702,4.0234375,16777216,3.9766990291262134
gemm,1,4,2048,2048,0.011673600226640702,8.03125,33554432,3.9844357976653697
gemm,1,8,128,128,0.01228799968957901,0.03515625,262144,7.111111111111111
gemm,1,8,128,256,0.012492799758911132,0.068359375,524288,7.314285714285714
gemm,1,8,128,512,0.011878400295972823,0.134765625,1048576,7.420289855072464
gemm,1,8,128,1024,0.01085439994931221,0.267578125,2097152,7.474452554744525
gemm,1,8,128,2048,0.011878400295972823,0.533203125,4194304,7.501831501831502
gemm,1,8,256,128,0.01085439994931221,0.068359375,524288,7.314285714285714
gemm,1,8,256,256,0.011878400295972823,0.1328125,1048576,7.529411764705882
gemm,1,8,256,512,0.013516800105571746,0.26171875,2097152,7.641791044776119
gemm,1,8,256,1024,0.01085439994931221,0.51953125,4194304,7.6992481203007515
gemm,1,8,256,2048,0.012492799758911132,1.03515625,8388608,7.728301886792453
gemm,1,8,512,128,0.012492799758911132,0.134765625,1048576,7.420289855072464
gemm,1,8,512,256,0.012902399897575379,0.26171875,2097152,7.641791044776119
gemm,1,8,512,512,0.011673600226640702,0.515625,4194304,7.757575757575758
gemm,1,8,512,1024,0.012083200365304947,1.0234375,8388608,7.816793893129771
gemm,1,8,512,2048,0.01085439994931221,2.0390625,16777216,7.846743295019157
gemm,1,8,1024,128,0.01822720021009445,0.267578125,2097152,7.474452554744525
gemm,1,8,1024,256,0.014131200313568116,0.51953125,4194304,7.6992481203007515
gemm,1,8,1024,512,0.010649599879980088,1.0234375,8388608,7.816793893129771
gemm,1,8,1024,1024,0.011264000087976456,2.03125,16777216,7.876923076923077
gemm,1,8,1024,2048,0.011059200018644333,4.046875,33554432,7.9073359073359075
gemm,1,8,2048,128,0.013107199966907502,0.533203125,4194304,7.501831501831502
gemm,1,8,2048,256,0.014336000382900237,1.03515625,8388608,7.728301886792453
gemm,1,8,2048,512,0.012902399897575379,2.0390625,16777216,7.846743295019157
